City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
487,Carutapera,BR,84.27,clear sky,-1.2,-46.02,Lidera
491,Claye-Souilly,FR,73.4,overcast clouds,48.94,2.69,CRYSTAL HOTEL
493,Makokou,GA,72.45,moderate rain,0.57,12.86,WAMY RESIDENCE HOTEL
498,Port Hueneme,US,84.99,haze,34.15,-119.2,Hampton Inn Channel Islands Harbor
500,Bella Vista,US,91.0,scattered clouds,36.43,-94.23,The Inn at Bella Vista
503,Guasdualito,VE,82.4,scattered clouds,7.24,-70.73,Hotel Cuibas
504,Gushikawa,JP,77.0,scattered clouds,26.35,127.87,Kirari Guest House
505,Waingapu,ID,73.36,broken clouds,-9.66,120.26,Pondok Wisata Elim
507,Cahabon,GT,90.68,light rain,15.57,-89.82,Hotel San Angelo Santa María Cahabón A.V. Guatemala
511,Maceio,BR,78.8,scattered clouds,-9.67,-35.74,Mercure Maceio Pajucara Hotel
512,Road Town,VG,84.2,scattered clouds,18.42,-64.62,"ZINGARA 76ft Catamaran, full crew-all included"
514,Kerema,PG,75.88,light rain,-7.96,145.78,Elore Lodge
515,Diffa,NE,88.0,overcast clouds,13.32,12.61,ProDAF/Diffa
518,Saint-Paul,RE,71.6,overcast clouds,-21.01,55.27,Boucan Canot
522,Tucano,BR,86.41,clear sky,-10.96,-38.79,Pousada Pé De Arruda
526,Upata,VE,90.0,light rain,8.01,-62.4,Posada Villa Nela
528,Takoradi,GH,75.74,scattered clouds,4.88,-1.76,Raybow International Hotel
532,Metro,ID,75.24,few clouds,-5.11,105.31,OYO 3177 Wisma Lintang
533,Pokhara,NP,70.23,light rain,28.23,83.98,Hotel View Point
535,Portland,US,72.0,broken clouds,45.52,-122.68,Portland Marriott City Center
536,Biak,ID,76.5,light rain,-0.91,122.88,Kost Ariz
538,Requena,ES,77.0,clear sky,39.49,-1.1,Hotel Avenida
539,Ponnani,IN,78.8,mist,10.77,75.93,Rouba Residency
541,Puerto Del Rosario,ES,80.6,clear sky,28.5,-13.86,Hotel JM Puerto del Rosario
544,Kathu,TH,86.0,few clouds,7.92,98.33,Sunset Beach Resort
551,Kuala Terengganu,MY,78.8,few clouds,5.33,103.14,Hotel Grand Continental Kuala Terengganu (4 Star)
553,Harper,LR,76.01,scattered clouds,4.38,-7.72,Screensaver
554,Dzilam Gonzalez,MX,82.9,moderate rain,21.28,-88.93,Amina
558,Cabo Rojo,PR,80.01,moderate rain,18.09,-67.15,Hotel Perichi's
562,Laguna,US,87.01,haze,38.42,-121.42,Holiday Inn Express & Suites Elk Grove Central - Hwy 99
567,Akyab,MM,80.92,moderate rain,20.15,92.9,Hotel Memory
568,Santo Domingo,DO,82.4,shower rain,18.5,-69.99,Micro Hotel Condo Suites
569,Rancho Palos Verdes,US,87.01,scattered clouds,33.74,-118.39,Terranea Resort
572,Petatlan,MX,91.4,few clouds,17.52,-101.27,Hotel California Petatlán
575,Balurghat,IN,79.61,broken clouds,25.22,88.77,"Circuit House, Balurghat"
577,Nago,JP,77.0,scattered clouds,26.59,127.98,Hotel Yugaf Inn Okinawa
578,Rongcheng,CN,77.07,clear sky,30.63,117.85,Shell Shandong Liaocheng Development District South Huangshan Road Hotel
581,Pemangkat,ID,78.49,light rain,1.17,108.97,Kost H.Syamsuddin
583,Eyl,SO,77.36,overcast clouds,7.98,49.82,Amiin Hotel
584,Kalianget,ID,80.24,clear sky,-7.05,113.93,Pesanggrahan Garam
587,Indianola,US,86.0,clear sky,41.36,-93.56,Quality Inn Indianola
588,Bud,US,84.0,clear sky,39.45,-86.18,Madsion Scouts Camp
589,Sydney Mines,CA,72.0,broken clouds,46.24,-60.22,At The Harbourfront B&B Inc
590,Shihezi,CN,72.23,overcast clouds,44.3,86.03,Home Inn Shihezi Dongwu Road Century Square
592,Key West,US,93.2,few clouds,24.56,-81.78,Fairfield Inn & Suites by Marriott Key West
593,Shenjiamen,CN,79.92,clear sky,29.96,122.3,Jinjiang Inn Zhoushan Putuo Shenjiamen
596,Karonga,MW,71.8,few clouds,-9.93,33.93,Sumuka Inn
597,Kralendijk,BQ,91.4,overcast clouds,12.15,-68.27,Divi Flamingo Beach Resort & Casino
598,Fare,PF,77.25,light rain,-16.7,-151.02,Maitai Lapita Village Huahine
603,Santa Rosalia,MX,88.18,few clouds,27.32,-112.28,Hotel Las Casitas Santa Rosalia
604,Buenaventura,CO,80.04,moderate rain,3.88,-77.03,VILLA FAMILIAR EN LA BARRA / GRACE VILLAGES
606,Kipushi,CD,70.72,overcast clouds,-11.77,27.23,Villa Madimba
607,Uchana,IN,83.08,clear sky,29.47,76.17,AnnA
609,Sucua,EC,75.2,scattered clouds,-2.47,-78.17,Hotel Barza
611,Cayenne,GF,86.0,scattered clouds,4.93,-52.33,Hôtel Le Dronmi
612,Miraflores,MX,73.4,few clouds,19.22,-98.81,Hotel Mansión
613,Baghdad,IQ,89.6,clear sky,33.34,44.4,Baghdad Hotel
614,Warsaw,PL,72.0,light intensity shower rain,52.23,21.01,Hotel Polonia Palace
615,Zaozerne,UA,74.01,clear sky,45.16,33.28,"Molodozhnyy Lager' ""Pioner"""
618,Gazanjyk,TM,80.53,overcast clouds,39.24,55.52,Railway motel
622,Celestun,MX,86.85,broken clouds,20.87,-90.4,Posada Lilia
624,Fukue,JP,83.23,clear sky,32.69,128.84,Goto Guesthouse Utojuku & SA Car Rental
625,Cuajinicuilapa,MX,93.97,few clouds,16.47,-98.42,Pozo S. XVI
626,Vao,NC,72.32,broken clouds,-22.67,167.48,Hotel Kou-Bugny
629,Gbarnga,LR,72.18,light rain,7.0,-9.47,Passion Hotel 2
630,Makakilo City,US,84.2,clear sky,21.35,-158.09,Marriott's Ko Olina Beach Club
634,Lorengau,PG,80.71,few clouds,-2.02,147.27,Lorengau Harbourside Hotel
635,Amarpur,IN,80.94,light rain,25.03,86.9,Arpita Palace
638,Shirgaon,IN,81.41,light rain,19.7,72.7,LAXMI GARDEN BEACH RESORT
639,Viedma,AR,72.0,clear sky,-40.81,-63.0,Hotel Cristal
640,Yokkaichi,JP,75.2,scattered clouds,34.97,136.62,Yokkaichi Miyako Hotel
644,Amberley,US,82.99,light rain,39.2,-84.43,"Motel 6 Cincinnati, OH - Central - Norwood"
645,Komsomolskiy,UZ,71.6,clear sky,40.43,71.72,Ikathouse
646,Sri Aman,MY,73.4,moderate rain,1.24,111.46,Seri Simanggang Hotel
648,Weligama,LK,79.68,light rain,5.97,80.42,Weligama Bay Resort
649,Lata,PT,71.01,clear sky,40.16,-8.33,Casa Maquia
653,Nizwa,OM,86.31,overcast clouds,22.93,57.53,Orient Apartments
654,Villavicencio,CO,82.4,scattered clouds,4.14,-73.63,Hotel del Llano
656,Chicama,PE,73.15,few clouds,-7.84,-79.15,Hospedaje Punta Cana PERU
659,Loralai,PK,80.33,clear sky,30.37,68.6,City Hotel. Loralai. Blochistan
667,Kalmunai,LK,81.46,scattered clouds,7.42,81.82,VS Villa
668,Sawakin,SD,90.43,clear sky,19.11,37.33,فندق الدويم
670,Duki,PK,84.97,clear sky,30.15,68.57,Bhari Dada Kaka Hotel
671,Buin,CL,75.2,clear sky,-33.73,-70.75,Paihuen
672,Tshikapa,CD,78.35,overcast clouds,-6.42,20.8,Hôtel Tshia-Muntu de Tshikapa
674,Lincoln,US,91.0,clear sky,40.8,-96.67,Courtyard by Marriott Lincoln Downtown/Haymarket
675,El Dorado,US,89.6,overcast clouds,33.21,-92.67,"Country Inn & Suites by Radisson, El Dorado, AR"
676,Crawfordsville,US,81.0,clear sky,40.04,-86.87,Holiday Inn Express & Suites Crawfordsville
679,Tanete,ID,72.95,broken clouds,-3.94,119.78,Wisma Tri Multi
680,Yabrud,SY,75.2,clear sky,33.97,36.66,صالون مها حيدر - Salon Maha
681,Siwana,IN,83.91,moderate rain,25.63,72.42,Krishna Tent House Siwana
682,Houma,US,93.0,clear sky,29.6,-90.72,Courtyard by Marriott Houma
686,Banjar,ID,78.8,few clouds,-8.19,114.97,The Hamsa Resort
688,San Rafael Del Sur,NI,84.2,scattered clouds,11.85,-86.44,Hospedaje El Chino
691,Yingcheng,CN,78.8,clear sky,30.95,113.55,Yingcheng Hotel
696,Rabo De Peixe,PT,77.0,few clouds,37.8,-25.58,Quinta das Giestas
698,Mana,GF,84.9,few clouds,5.66,-53.78,LE SAMANA
699,Naze,JP,84.2,overcast clouds,28.37,129.48,奄美ポートタワーホテル
700,Totness,SR,85.96,scattered clouds,5.88,-56.32,STAATS LOGEERGEBOUW TOTNESS
701,Paciran,ID,77.88,clear sky,-6.88,112.38,Tanjung Kodok Beach Resort
703,Hobyo,SO,76.51,overcast clouds,5.35,48.53,Osmani Hotel
704,Juegang,CN,75.99,clear sky,32.32,121.19,Rudong Y Hotel
706,Meadow Lake,US,93.2,clear sky,34.8,-106.54,JKL Inc. R.V Park and Storage
708,Bushehr,IR,86.0,clear sky,28.97,50.84,Yas Hotel
709,Domoni,KM,75.0,clear sky,-12.26,44.53,Loulou
710,Prokuplje,RS,73.4,clear sky,43.23,21.59,Дом ученика средњих школа Прокупље
712,Odweyne,SO,75.61,overcast clouds,9.41,45.06,Eng Hiirey House
713,Tahoua,NE,85.73,broken clouds,14.89,5.27,Bungalows Guesthouse
721,Tucumcari,US,94.51,clear sky,35.17,-103.72,Holiday Inn Express & Suites Tucumcari
