City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
360,Kaharlyk,UA,49.86,30.83,66.0,72,0,4.47,clear sky
361,Waipawa,NZ,-41.41,175.52,50.0,87,82,3.36,broken clouds
362,Vanimo,PG,-2.67,141.3,78.03,82,17,3.67,light rain
363,Saint Anthony,US,45.02,-93.22,82.99,61,75,4.7,broken clouds
364,Ucluelet,CA,48.93,-125.55,63.0,93,20,8.05,few clouds
365,Arucas,ES,28.12,-15.52,87.01,39,11,27.51,few clouds
366,Rocha,UY,-34.48,-54.33,59.94,50,0,4.7,clear sky
367,Flin Flon,CA,54.77,-101.86,57.2,82,75,10.29,broken clouds
368,Kizukuri,JP,40.81,140.39,69.01,96,100,1.01,overcast clouds
369,Asfi,MA,32.3,-9.24,75.67,69,14,20.31,few clouds
370,Port-Cartier,CA,50.03,-66.87,62.6,55,40,13.87,scattered clouds
371,Salalah,OM,17.02,54.09,77.0,100,90,4.7,light intensity drizzle
372,Dukat,RU,62.55,155.55,30.94,98,100,4.47,overcast clouds
373,Tiznit,MA,29.58,-9.5,92.43,22,68,3.6,light rain
374,Saint-Augustin,CA,51.23,-58.65,64.0,65,100,3.65,overcast clouds
375,Kruisfontein,ZA,-34.0,24.73,55.0,75,0,5.66,clear sky
376,Deputatskiy,RU,69.3,139.9,28.31,99,100,1.3,overcast clouds
377,Aktash,RU,50.3,87.73,36.75,82,93,2.75,overcast clouds
378,Bairiki,KI,1.33,172.98,82.4,78,75,4.7,broken clouds
379,Rock Springs,US,41.59,-109.2,84.2,12,1,7.0,haze
380,Luanda,AO,-8.84,13.23,71.6,88,75,3.36,broken clouds
381,Fort Nelson,CA,58.81,-122.7,62.6,77,75,11.41,broken clouds
382,Yablonovo,RU,50.85,37.36,62.6,55,0,4.47,clear sky
383,Key Largo,US,25.09,-80.45,91.0,68,0,8.01,clear sky
384,Birigui,BR,-21.29,-50.34,70.9,40,0,12.97,clear sky
385,College,US,64.86,-147.8,66.99,59,40,5.82,scattered clouds
386,Matay,EG,28.42,30.78,87.13,36,0,20.78,clear sky
387,Loandjili,CG,-4.76,11.86,75.2,88,75,5.82,broken clouds
388,Kandrian,PG,-6.22,149.55,76.89,88,82,5.73,moderate rain
389,Kieta,PG,-6.22,155.63,78.73,75,100,3.18,overcast clouds
390,Bandarbeyla,SO,9.49,50.81,76.87,76,100,32.41,overcast clouds
391,Tigil,RU,57.8,158.67,45.36,84,94,1.97,overcast clouds
392,Arboletes,CO,8.85,-76.43,82.4,78,75,8.05,broken clouds
393,Dongning,CN,44.06,131.12,57.07,86,100,1.81,overcast clouds
394,Half Moon Bay,US,37.46,-122.43,81.0,87,75,11.41,broken clouds
395,Kulhudhuffushi,MV,6.62,73.07,83.26,70,0,5.55,clear sky
396,Geraldton,AU,-28.77,114.6,59.0,87,75,5.82,broken clouds
397,Krasnyy Chikoy,RU,50.36,108.75,54.21,88,30,2.48,scattered clouds
398,Kristiansund,NO,63.11,7.73,59.0,87,75,9.17,broken clouds
399,Brae,GB,60.4,-1.35,55.4,93,28,8.05,scattered clouds
400,Malaya Vishera,RU,58.85,32.22,59.4,79,99,6.17,overcast clouds
401,Nemuro,JP,43.32,145.57,59.86,87,0,6.78,clear sky
402,Romilly-Sur-Seine,FR,48.51,3.73,73.4,53,100,10.29,overcast clouds
403,Duxbury,US,42.04,-70.67,77.0,73,40,3.36,moderate rain
404,Galveston,US,29.37,-94.97,95.0,52,40,6.93,scattered clouds
405,Radomsko,PL,51.07,19.44,69.01,78,100,13.42,moderate rain
406,Placido De Castro,BR,-10.34,-67.19,75.6,33,24,5.46,few clouds
407,Awbari,LY,26.59,12.78,87.82,19,0,10.69,clear sky
408,Hervey Bay,AU,-25.3,152.85,53.6,40,0,8.05,clear sky
409,Fengxian,CN,34.7,116.59,72.5,97,3,3.69,clear sky
410,Sungai Pelek,MY,2.64,101.72,77.0,88,20,3.36,few clouds
411,Ayan,RU,56.45,138.17,55.74,55,0,12.57,clear sky
412,Tateyama,JP,34.98,139.87,80.01,90,97,1.01,moderate rain
413,Port Hawkesbury,CA,45.62,-61.35,73.99,49,1,11.41,clear sky
414,Oistins,BB,13.07,-59.53,87.8,70,20,10.29,few clouds
415,Le Passage,FR,44.2,0.6,73.4,60,95,6.93,overcast clouds
416,Osorno,CL,-40.57,-73.15,53.6,71,0,1.12,clear sky
417,Avarua,CK,-21.21,-159.78,73.4,83,52,8.05,broken clouds
418,Ranong,TH,9.97,98.63,79.81,83,63,7.87,broken clouds
419,Talakan,RU,50.32,130.37,59.63,87,97,5.26,light rain
420,Sistranda,NO,63.73,8.83,60.8,87,75,2.24,shower rain
421,Troitsko-Pechorsk,RU,62.71,56.2,50.43,95,0,3.67,clear sky
422,Cape Canaveral,US,28.41,-80.6,89.6,70,20,11.41,few clouds
423,Camacha,PT,33.08,-16.33,75.2,69,20,14.99,few clouds
424,Manoel Urbano,BR,-8.84,-69.26,82.15,35,0,4.18,clear sky
425,Nanortalik,GL,60.14,-45.24,48.92,66,43,3.29,scattered clouds
426,Salinas,US,36.68,-121.66,75.2,57,1,7.34,haze
427,Aksarka,RU,66.56,67.8,52.16,83,52,13.0,broken clouds
428,Shasta Lake,US,40.68,-122.37,91.0,29,90,4.25,haze
429,Bethanien,NA,-26.5,17.16,64.99,22,0,11.25,clear sky
430,Najran,SA,17.49,44.13,91.4,22,1,4.7,clear sky
431,Kamachumu,TZ,-1.62,31.62,69.8,83,20,1.25,few clouds
432,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,69.8,88,90,8.05,overcast clouds
433,Belmonte,BR,-15.86,-38.88,73.4,78,75,4.7,broken clouds
434,Saint-Philippe,RE,-21.36,55.77,71.6,68,34,9.17,scattered clouds
435,Rosarito,MX,32.33,-117.03,89.6,52,5,13.87,clear sky
436,Sitka,US,57.05,-135.33,57.2,87,75,4.7,broken clouds
437,Marmashen,AM,40.83,43.78,59.0,67,40,6.44,thunderstorm
438,Natal,BR,-5.79,-35.21,80.6,69,40,19.46,scattered clouds
439,Sao Filipe,CV,14.9,-24.5,79.36,77,26,3.09,scattered clouds
440,Aklavik,CA,68.22,-135.01,51.8,93,90,4.7,overcast clouds
441,Mus,TR,39.0,41.75,58.53,71,0,6.2,light rain
442,San Patricio,MX,19.22,-104.7,89.6,75,75,11.41,broken clouds
443,Batemans Bay,AU,-35.72,150.18,36.0,83,76,7.38,broken clouds
444,San Benito,GT,16.91,-89.91,94.69,44,49,2.53,scattered clouds
445,Romodanovo,RU,54.43,45.33,54.95,81,6,3.87,clear sky
446,Anadyr,RU,64.75,177.48,50.0,93,75,11.18,broken clouds
447,Lianran,CN,24.92,102.48,64.0,100,40,8.95,scattered clouds
448,Barela,IN,23.1,80.05,73.15,89,58,10.13,broken clouds
449,Xining,CN,36.62,101.77,55.42,83,100,1.9,light rain
450,Alice Springs,AU,-23.7,133.88,44.6,48,0,4.97,clear sky
451,Nelson Bay,AU,-32.72,152.15,50.0,66,88,26.4,overcast clouds
452,Edson,CA,53.58,-116.44,68.0,37,20,12.75,few clouds
453,Luderitz,NA,-26.65,15.16,67.64,26,0,9.75,clear sky
454,Yulara,AU,-25.24,130.99,50.0,46,0,5.82,clear sky
455,Mackay,AU,-21.15,149.2,50.0,61,56,9.17,broken clouds
456,Sinnamary,GF,5.38,-52.95,83.89,69,30,9.73,scattered clouds
457,Puerto Escondido,MX,15.85,-97.07,86.0,62,75,6.93,broken clouds
458,Adre,TD,13.47,22.2,71.64,88,100,11.74,moderate rain
459,Sambava,MG,-14.27,50.17,70.56,76,2,13.56,clear sky
460,Sankt Veit,DE,49.1,10.95,66.99,63,1,4.7,clear sky
461,Talcahuano,CL,-36.72,-73.12,59.0,62,0,8.05,clear sky
462,Valparaiso,CL,-33.04,-71.63,53.6,100,90,13.87,mist
463,Mayo,US,38.89,-76.51,84.0,74,90,6.93,overcast clouds
464,Iwanai,JP,42.97,140.51,56.28,85,4,4.09,clear sky
465,Hamilton,US,39.18,-84.53,82.99,69,40,5.82,scattered clouds
466,Litovko,RU,49.24,135.17,60.57,94,98,8.23,overcast clouds
467,Tsiroanomandidy,MG,-18.77,46.03,65.68,53,0,7.14,clear sky
468,Ugoofaaru,MV,5.67,73.0,83.8,67,0,4.72,clear sky
469,Velikodvorskiy,RU,55.25,40.67,55.36,81,0,2.06,clear sky
470,Leningradskiy,RU,69.38,178.42,45.3,87,11,5.12,few clouds
471,Itoman,JP,26.12,127.67,77.0,94,75,6.93,light rain
472,Pucallpa,PE,-8.38,-74.55,71.6,60,75,9.17,broken clouds
473,Nyrob,RU,60.73,56.72,48.83,94,1,2.17,clear sky
474,Shakawe,BW,-18.37,21.85,70.56,39,60,9.82,broken clouds
475,Lock Haven,US,41.14,-77.45,91.99,27,20,3.36,few clouds
476,Alamosa,US,37.47,-105.87,84.2,18,1,3.85,clear sky
477,Santa Cruz Del Sur,CU,20.71,-78.0,89.01,58,5,8.77,clear sky
478,Abonnema,NG,4.71,6.79,77.22,83,73,9.06,broken clouds
479,Agadir,MA,30.42,-9.6,86.0,45,40,3.36,scattered clouds
480,Camapua,BR,-19.53,-54.04,72.01,29,84,6.6,broken clouds
481,Krasnyy Luch,UA,48.14,38.94,57.24,68,7,7.94,clear sky
482,Puerto Cabezas,NI,14.04,-83.39,86.0,79,75,4.7,haze
483,Pangody,RU,65.85,74.49,54.61,85,100,13.85,overcast clouds
484,Elko,US,41.0,-115.5,89.01,13,1,4.7,haze
485,Kavieng,PG,-2.57,150.8,81.19,75,1,1.57,light rain
486,Tazovskiy,RU,67.47,78.7,52.32,82,100,5.37,overcast clouds
487,Carutapera,BR,-1.2,-46.02,84.27,69,9,9.57,clear sky
488,Coroico,BO,-16.19,-67.73,62.6,17,20,12.75,few clouds
489,Lujan,AR,-34.57,-59.1,64.99,18,0,14.99,clear sky
490,Bayan,CN,46.08,127.4,57.9,91,100,2.68,overcast clouds
491,Claye-Souilly,FR,48.94,2.69,73.4,43,100,9.17,overcast clouds
492,Honningsvag,NO,70.98,25.97,59.0,79,0,20.78,clear sky
493,Makokou,GA,0.57,12.86,72.45,92,100,2.13,moderate rain
494,Komyshuvakha,UA,47.72,35.53,68.0,60,19,8.95,few clouds
495,Piranshahr,IR,36.7,45.14,62.17,42,0,4.85,clear sky
496,Tangshan,CN,39.63,118.18,66.43,81,24,1.32,few clouds
497,Codrington,AU,-38.27,141.97,46.13,80,0,17.45,clear sky
498,Port Hueneme,US,34.15,-119.2,84.99,69,1,8.05,haze
499,Kidal,ML,18.44,1.41,99.68,21,2,12.33,clear sky
500,Bella Vista,US,36.43,-94.23,91.0,35,40,3.29,scattered clouds
501,Louis Trichardt,ZA,-23.04,29.9,52.99,74,0,3.27,clear sky
502,Bushenyi,UG,-0.59,30.21,68.72,62,97,3.53,overcast clouds
503,Guasdualito,VE,7.24,-70.73,82.4,74,40,3.36,scattered clouds
504,Gushikawa,JP,26.35,127.87,77.0,94,40,16.08,scattered clouds
505,Waingapu,ID,-9.66,120.26,73.36,80,69,6.91,broken clouds
506,Murom,RU,55.57,42.04,54.64,82,0,1.12,clear sky
507,Cahabon,GT,15.57,-89.82,90.68,48,12,3.0,light rain
508,Preobrazheniye,RU,42.9,133.91,61.84,68,0,4.94,clear sky
509,Husavik,IS,66.04,-17.34,50.0,71,0,11.41,clear sky
510,Zhigansk,RU,66.77,123.37,39.06,78,87,15.39,overcast clouds
511,Maceio,BR,-9.67,-35.74,78.8,69,40,5.82,scattered clouds
512,Road Town,VG,18.42,-64.62,84.2,79,40,20.8,scattered clouds
513,Koundara,GN,12.48,-13.3,79.32,89,76,2.91,light rain
514,Kerema,PG,-7.96,145.78,75.88,88,74,5.99,light rain
515,Diffa,NE,13.32,12.61,88.0,47,100,9.95,overcast clouds
516,Pahalgam,IN,34.03,75.33,58.06,60,0,2.08,clear sky
517,Srednekolymsk,RU,67.45,153.68,35.92,85,100,12.88,overcast clouds
518,Saint-Paul,RE,-21.01,55.27,71.6,53,90,12.75,overcast clouds
519,Necochea,AR,-38.55,-58.74,64.0,35,0,17.0,clear sky
520,Haverfordwest,GB,51.8,-4.97,66.0,82,93,38.03,overcast clouds
521,Moose Factory,CA,51.26,-80.61,66.2,72,40,9.17,scattered clouds
522,Tucano,BR,-10.96,-38.79,86.41,37,0,13.29,clear sky
523,Nome,US,64.5,-165.41,53.6,93,90,6.93,overcast clouds
524,Taikang,CN,46.83,124.42,62.55,67,100,8.93,overcast clouds
525,San Carlos De Bariloche,AR,-41.15,-71.31,57.2,28,0,13.87,clear sky
526,Upata,VE,8.01,-62.4,90.0,63,19,3.0,light rain
527,Roald,NO,62.58,6.13,60.8,82,75,12.75,light rain
528,Takoradi,GH,4.88,-1.76,75.74,86,30,9.84,scattered clouds
529,Kauhajoki,FI,62.43,22.18,64.4,93,75,8.05,shower rain
530,Edendale,ZA,-29.65,30.31,57.99,72,0,4.43,clear sky
531,Grindavik,IS,63.84,-22.43,53.6,76,0,12.75,clear sky
532,Metro,ID,-5.11,105.31,75.24,87,23,4.25,few clouds
533,Pokhara,NP,28.23,83.98,70.23,85,44,1.7,light rain
534,Coquimbo,CL,-29.95,-71.34,51.8,81,90,8.05,overcast clouds
535,Portland,US,45.52,-122.68,72.0,60,75,8.05,broken clouds
536,Biak,ID,-0.91,122.88,76.5,85,100,7.05,light rain
537,Kachug,RU,53.96,105.88,52.66,85,91,3.13,overcast clouds
538,Requena,ES,39.49,-1.1,77.0,70,0,4.0,clear sky
539,Ponnani,IN,10.77,75.93,78.8,83,20,5.82,mist
540,Zaysan,KZ,47.47,84.87,64.62,29,100,4.76,overcast clouds
541,Puerto Del Rosario,ES,28.5,-13.86,80.6,74,0,10.29,clear sky
542,Zalantun,CN,48.0,122.72,58.75,84,100,0.27,overcast clouds
543,Kangasala,FI,61.46,24.08,64.4,93,90,6.93,shower rain
544,Kathu,TH,7.92,98.33,86.0,78,20,4.7,few clouds
545,Izhma,RU,65.01,53.91,53.53,84,51,2.53,broken clouds
546,Trelew,AR,-43.25,-65.31,68.81,23,0,8.99,clear sky
547,Yumen,CN,40.28,97.2,62.33,45,33,2.06,scattered clouds
548,Sao Joao Da Barra,BR,-21.64,-41.05,64.4,93,90,18.34,light rain
549,Poya,NC,-21.35,165.15,67.78,82,3,1.97,clear sky
550,Koygorodok,RU,60.45,51.0,52.03,89,0,2.3,clear sky
551,Kuala Terengganu,MY,5.33,103.14,78.8,94,20,2.24,few clouds
552,Rio Gallegos,AR,-51.62,-69.22,55.4,47,75,13.87,shower rain
553,Harper,LR,4.38,-7.72,76.01,87,42,11.27,scattered clouds
554,Dzilam Gonzalez,MX,21.28,-88.93,82.9,89,95,6.64,moderate rain
555,Arnstadt,DE,50.83,10.95,68.0,64,0,10.29,clear sky
556,Bongandanga,CD,1.5,21.05,72.1,95,100,2.71,overcast clouds
557,Carballo,ES,43.21,-8.69,66.99,82,20,3.36,few clouds
558,Cabo Rojo,PR,18.09,-67.15,80.01,94,100,7.0,moderate rain
559,Zeya,RU,53.75,127.27,53.73,76,0,4.7,clear sky
560,Evensk,RU,61.95,159.23,43.75,72,100,10.25,overcast clouds
561,Whitianga,NZ,-36.83,175.7,53.01,97,13,3.58,light rain
562,Laguna,US,38.42,-121.42,87.01,42,75,3.13,haze
563,Mehamn,NO,71.04,27.85,61.56,76,55,17.31,broken clouds
564,Nerchinskiy Zavod,RU,51.31,119.61,55.44,94,100,4.74,light rain
565,Hailar,CN,49.2,119.7,60.64,88,100,7.49,moderate rain
566,Fairbanks,US,64.84,-147.72,66.99,55,90,10.29,overcast clouds
567,Akyab,MM,20.15,92.9,80.92,84,100,3.74,moderate rain
568,Santo Domingo,DO,18.5,-69.99,82.4,83,75,11.41,shower rain
569,Rancho Palos Verdes,US,33.74,-118.39,87.01,52,31,5.01,scattered clouds
570,Scarborough,GB,54.28,-0.4,59.0,89,100,1.01,light rain
571,Shizunai,JP,42.33,142.37,62.37,74,39,5.08,scattered clouds
572,Petatlan,MX,17.52,-101.27,91.4,63,20,10.29,few clouds
573,Mporokoso,ZM,-9.37,30.12,69.44,44,39,12.26,scattered clouds
574,Hofn,IS,64.25,-15.21,51.08,65,8,4.05,clear sky
575,Balurghat,IN,25.22,88.77,79.61,92,57,6.85,broken clouds
576,Port Lincoln,AU,-34.73,135.87,49.19,75,60,11.48,light rain
577,Nago,JP,26.59,127.98,77.0,94,40,12.68,scattered clouds
578,Rongcheng,CN,30.63,117.85,77.07,88,0,1.03,clear sky
579,San Isidro,PE,-12.12,-77.05,62.6,72,90,12.75,overcast clouds
580,Gogrial,SS,8.53,28.1,75.58,86,20,3.67,few clouds
581,Pemangkat,ID,1.17,108.97,78.49,86,100,5.48,light rain
582,Bahir Dar,ET,11.59,37.39,63.84,90,96,2.33,moderate rain
583,Eyl,SO,7.98,49.82,77.36,72,100,25.88,overcast clouds
584,Kalianget,ID,-7.05,113.93,80.24,81,5,12.39,clear sky
585,Svetlogorsk,BY,52.63,29.73,60.87,72,100,7.85,overcast clouds
586,Laela,TZ,-8.57,32.05,62.35,51,93,8.95,overcast clouds
587,Indianola,US,41.36,-93.56,86.0,62,0,12.28,clear sky
588,Bud,US,39.45,-86.18,84.0,54,1,2.15,clear sky
589,Sydney Mines,CA,46.24,-60.22,72.0,64,75,6.93,broken clouds
590,Shihezi,CN,44.3,86.03,72.23,27,97,5.77,overcast clouds
591,Oktyabrskoye,RU,43.06,44.74,57.2,100,99,4.47,overcast clouds
592,Key West,US,24.56,-81.78,93.2,62,20,14.99,few clouds
593,Shenjiamen,CN,29.96,122.3,79.92,86,0,2.89,clear sky
594,Thinadhoo,MV,0.53,72.93,83.8,76,3,9.71,clear sky
595,Ballina,AU,-28.87,153.57,51.8,46,0,6.93,clear sky
596,Karonga,MW,-9.93,33.93,71.8,65,24,9.51,few clouds
597,Kralendijk,BQ,12.15,-68.27,91.4,49,92,10.29,overcast clouds
598,Fare,PF,-16.7,-151.02,77.25,78,52,24.29,light rain
599,Belaya Gora,RU,68.53,146.42,32.31,97,83,5.08,broken clouds
600,Tuatapere,NZ,-46.13,167.68,39.0,97,100,1.01,overcast clouds
601,Atambua,ID,-9.11,124.89,67.5,72,0,4.32,clear sky
602,Tonstad,NO,58.66,6.72,55.99,92,83,10.29,light rain
603,Santa Rosalia,MX,27.32,-112.28,88.18,53,24,8.72,few clouds
604,Buenaventura,CO,3.88,-77.03,80.04,86,100,7.29,moderate rain
605,Solntsevo,RU,51.42,36.75,59.0,67,0,6.71,clear sky
606,Kipushi,CD,-11.77,27.23,70.72,39,96,6.96,overcast clouds
607,Uchana,IN,29.47,76.17,83.08,74,0,8.55,clear sky
608,Kartaly,RU,53.05,60.65,53.24,82,1,5.35,clear sky
609,Sucua,EC,-2.47,-78.17,75.2,64,40,9.17,scattered clouds
610,Killybegs,IE,54.63,-8.45,60.8,93,90,9.17,overcast clouds
611,Cayenne,GF,4.93,-52.33,86.0,58,29,2.24,scattered clouds
612,Miraflores,MX,19.22,-98.81,73.4,31,20,10.29,few clouds
613,Baghdad,IQ,33.34,44.4,89.6,33,0,1.12,clear sky
614,Warsaw,PL,52.23,21.01,72.0,100,75,3.36,light intensity shower rain
615,Zaozerne,UA,45.16,33.28,74.01,62,0,11.1,clear sky
616,Marstal,DK,54.86,10.52,66.2,72,100,9.17,overcast clouds
617,Tapes,BR,-30.67,-51.4,55.51,54,0,5.06,clear sky
618,Gazanjyk,TM,39.24,55.52,80.53,56,100,16.49,overcast clouds
619,Hamina,FI,60.57,27.2,62.6,93,90,12.75,shower rain
620,Yerbogachen,RU,61.28,108.01,50.99,68,100,5.97,overcast clouds
621,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,67.62,25,0,7.65,clear sky
622,Celestun,MX,20.87,-90.4,86.85,65,81,12.59,broken clouds
623,Ostrovnoy,RU,68.05,39.51,60.55,74,50,16.46,scattered clouds
624,Fukue,JP,32.69,128.84,83.23,74,1,3.71,clear sky
625,Cuajinicuilapa,MX,16.47,-98.42,93.97,51,23,3.51,few clouds
626,Vao,NC,-22.67,167.48,72.32,88,59,10.78,broken clouds
627,Baymak,RU,52.59,58.32,49.14,87,0,5.41,clear sky
628,Koumac,NC,-20.57,164.28,68.63,79,0,2.08,clear sky
629,Gbarnga,LR,7.0,-9.47,72.18,96,100,4.09,light rain
630,Makakilo City,US,21.35,-158.09,84.2,54,1,10.29,clear sky
631,Coromandel,BR,-18.47,-47.2,60.98,76,98,7.05,overcast clouds
632,Mujiayingzi,CN,42.12,118.78,61.39,83,100,6.76,overcast clouds
633,Polessk,RU,54.86,21.1,68.0,94,75,6.71,broken clouds
634,Lorengau,PG,-2.02,147.27,80.71,76,21,1.99,few clouds
635,Amarpur,IN,25.03,86.9,80.94,80,83,6.33,light rain
636,Marsabit,KE,2.33,37.99,67.55,63,100,25.93,overcast clouds
637,Erenhot,CN,43.65,111.98,66.4,68,100,6.4,overcast clouds
638,Shirgaon,IN,19.7,72.7,81.41,85,100,18.14,light rain
639,Viedma,AR,-40.81,-63.0,72.0,21,0,11.01,clear sky
640,Yokkaichi,JP,34.97,136.62,75.2,83,40,11.41,scattered clouds
641,Castlemaine,AU,-37.07,144.22,41.0,68,100,12.84,overcast clouds
642,Rantepao,ID,-2.97,119.9,64.26,89,13,1.43,few clouds
643,Mount Gambier,AU,-37.83,140.77,44.6,87,75,12.75,broken clouds
644,Amberley,US,39.2,-84.43,82.99,69,40,5.82,light rain
645,Komsomolskiy,UZ,40.43,71.72,71.6,46,0,4.7,clear sky
646,Sri Aman,MY,1.24,111.46,73.4,100,100,1.86,moderate rain
647,Seymchan,RU,62.88,152.43,36.86,81,100,7.96,overcast clouds
648,Weligama,LK,5.97,80.42,79.68,87,100,7.05,light rain
649,Lata,PT,40.16,-8.33,71.01,73,0,3.0,clear sky
650,Pervomayskiy,RU,53.25,40.29,58.96,80,0,6.13,clear sky
651,Kiomboi,TZ,-4.27,34.37,66.97,49,53,10.54,broken clouds
652,Xiaoyi,CN,34.62,109.7,71.85,78,2,6.4,clear sky
653,Nizwa,OM,22.93,57.53,86.31,51,94,5.86,overcast clouds
654,Villavicencio,CO,4.14,-73.63,82.4,58,40,4.7,scattered clouds
655,Khani,GE,41.96,42.96,66.2,93,90,1.12,light rain
656,Chicama,PE,-7.84,-79.15,73.15,52,20,10.83,few clouds
657,Atasu,KZ,48.68,71.64,59.99,55,100,5.44,overcast clouds
658,Klaksvik,FO,62.23,-6.59,46.4,93,100,24.16,overcast clouds
659,Loralai,PK,30.37,68.6,80.33,57,2,8.68,clear sky
660,Batagay-Alyta,RU,67.8,130.41,29.91,97,68,1.21,broken clouds
661,Bundaberg,AU,-24.85,152.35,53.6,40,0,8.05,clear sky
662,Sayat,TM,38.78,63.88,75.2,38,0,8.34,clear sky
663,La Serena,CL,-29.91,-71.25,51.8,81,90,8.05,overcast clouds
664,Chipinge,ZW,-20.19,32.62,53.17,79,3,5.35,clear sky
665,Sindor,RU,62.86,51.89,53.83,94,0,2.77,clear sky
666,Cootamundra,AU,-34.65,148.03,41.0,93,100,4.0,overcast clouds
667,Kalmunai,LK,7.42,81.82,81.46,74,44,16.51,scattered clouds
668,Sawakin,SD,19.11,37.33,90.43,55,0,6.49,clear sky
669,Yar-Sale,RU,66.83,70.83,49.91,91,0,9.33,clear sky
670,Duki,PK,30.15,68.57,84.97,51,2,7.61,clear sky
671,Buin,CL,-33.73,-70.75,75.2,42,0,8.05,clear sky
672,Tshikapa,CD,-6.42,20.8,78.35,68,100,4.63,overcast clouds
673,Sorland,NO,67.67,12.69,56.73,92,100,18.19,light rain
674,Lincoln,US,40.8,-96.67,91.0,48,1,13.87,clear sky
675,El Dorado,US,33.21,-92.67,89.6,55,90,5.82,overcast clouds
676,Crawfordsville,US,40.04,-86.87,81.0,54,1,2.93,clear sky
677,Lodja,CD,-3.48,23.43,73.76,88,100,3.27,moderate rain
678,Boralday,KZ,43.36,76.86,66.2,52,20,4.47,few clouds
679,Tanete,ID,-3.94,119.78,72.95,86,57,7.05,broken clouds
680,Yabrud,SY,33.97,36.66,75.2,60,0,20.8,clear sky
681,Siwana,IN,25.63,72.42,83.91,79,100,8.01,moderate rain
682,Houma,US,29.6,-90.72,93.0,46,1,8.05,clear sky
683,Quatre Cocos,MU,-20.21,57.76,69.8,83,40,11.41,scattered clouds
684,Sicuani,PE,-14.27,-71.23,63.77,29,0,12.21,clear sky
685,Concepcion,CL,-36.83,-73.05,59.0,62,0,8.05,clear sky
686,Banjar,ID,-8.19,114.97,78.8,100,20,10.29,few clouds
687,Taoudenni,ML,22.68,-3.98,110.53,7,7,11.21,clear sky
688,San Rafael Del Sur,NI,11.85,-86.44,84.2,79,40,6.93,scattered clouds
689,Masinloc,PH,15.53,120.05,68.76,90,97,3.94,overcast clouds
690,Ahipara,NZ,-35.17,173.17,53.8,91,15,6.24,few clouds
691,Yingcheng,CN,30.95,113.55,78.8,94,0,2.24,clear sky
692,Stornoway,GB,58.21,-6.39,54.0,87,79,12.75,light rain
693,Port Macquarie,AU,-31.43,152.92,52.0,47,0,1.01,clear sky
694,Galashiels,GB,55.61,-2.81,60.01,80,68,1.01,broken clouds
695,Dawson Creek,CA,55.77,-120.24,60.8,51,20,19.46,few clouds
696,Rabo De Peixe,PT,37.8,-25.58,77.0,78,20,5.82,few clouds
697,Iquitos,PE,-3.75,-73.25,68.0,77,90,5.82,overcast clouds
698,Mana,GF,5.66,-53.78,84.9,63,24,9.22,few clouds
699,Naze,JP,28.37,129.48,84.2,83,100,3.36,overcast clouds
700,Totness,SR,5.88,-56.32,85.96,66,28,9.98,scattered clouds
701,Paciran,ID,-6.88,112.38,77.88,79,0,7.05,clear sky
702,Berlevag,NO,70.86,29.09,61.23,75,84,20.04,broken clouds
703,Hobyo,SO,5.35,48.53,76.51,77,100,27.0,overcast clouds
704,Juegang,CN,32.32,121.19,75.99,86,0,6.78,clear sky
705,Babstovo,RU,48.12,132.48,57.54,86,100,3.94,overcast clouds
706,Meadow Lake,US,34.8,-106.54,93.2,13,1,5.82,clear sky
707,Antalaha,MG,-14.9,50.28,67.62,79,0,8.57,clear sky
708,Bushehr,IR,28.97,50.84,86.0,70,0,4.7,clear sky
709,Domoni,KM,-12.26,44.53,75.0,76,0,1.92,clear sky
710,Prokuplje,RS,43.23,21.59,73.4,64,0,5.82,clear sky
711,Egvekinot,RU,66.32,-179.17,46.94,97,100,8.68,light rain
712,Odweyne,SO,9.41,45.06,75.61,53,89,18.12,overcast clouds
713,Tahoua,NE,14.89,5.27,85.73,54,83,6.22,broken clouds
714,Vyartsilya,RU,62.18,30.69,62.85,72,100,8.16,overcast clouds
715,Vanavara,RU,60.34,102.28,54.45,93,4,5.88,clear sky
716,Cap-Aux-Meules,CA,47.38,-61.86,69.8,56,20,13.87,few clouds
717,Varzea Alegre,BR,-5.35,-40.38,97.61,20,29,7.0,scattered clouds
718,Byron Bay,AU,-28.65,153.62,50.0,46,0,6.93,clear sky
719,Datong,CN,40.09,113.29,65.1,80,87,6.31,overcast clouds
720,Vestmanna,FO,62.16,-7.17,46.4,93,100,24.16,overcast clouds
721,Tucumcari,US,35.17,-103.72,94.51,18,0,2.44,clear sky
722,High Level,CA,58.52,-117.14,57.2,93,90,10.29,overcast clouds
